ES_Count_dO,ES_Sum_aaN,ES_Sum_dO,Num_AliphaticDoubleBonds,LogD,QED_HBD,ALogP98,QED_HBA,Molecular_Solubility,QED_ALERTS,ES_Count_dssC,QED_AROM,ES_Sum_sF,ES_Sum_sCH3,ES_Sum_ssNH,Num_H_Donors,O_Count,ES_Sum_ssO,ES_Sum_aaaC,Num_AromaticBonds,SAscore_Complexity,ES_Count_ddssS,ES_Sum_dsN,ES_Count_sOH,QED_PSA,HBD_Count,HBA_Count,Num_H_Acceptors,ES_Count_ssNH,ES_Count_dsN,Num_StereoBonds,ES_Count_aaN,Molecular_PolarSASA,ES_Sum_ddssS,ES_Count_ssS,ES_Sum_sNH2,QED_ROTB,ES_Sum_dssC,ES_Count_sCH3,S_Count,Num_H_Acceptors_Lipinski,ES_Sum_aasC,Molecular_FractionalPolarSurfaceArea,Molecular_FractionalPolarSASA,ES_Sum_ssssC,Apol,Molecular_PolarSurfaceArea,lnROS,quality
2,0,22.082,2,1.737,0.79222,1.737,0.72615,-5.14,0.63972,2,0.82734,35.956,4.303,2.982,2,5,15.462,0,6,0.0640688,0,0,0,0.82406,2,5,5,2,0,0,0,118.597,0,0,0,0.39983,-3.024,3,0,7,1.794,0.24,0.218,-5.066,11131.5,85.89,1.574031268,1
2,0,23.698,3,-0.553,0.59178,0.303,0.88651,-2.643,0.63972,1,0.82734,0,3.334,0,0,2,0,0,5,0.0340808,1,0,0,0.7098,0,2,4,0,0,1,0,161.328,-3.635,0,0,0.99269,-0.245,2,2,4,0.168,0.383,0.391,0,9517.3,97.79,1.591064607,1
1,0,11.739,2,4.506,0.59178,4.465,0.9848,-5.2,0.08169,2,0.82734,0,11.592,0,0,2,5.074,0,5,0.0436704,0,4.081,0,0.9611,0,3,3,0,1,1,0,101.526,0,0,0,0.84757,0.482,6,1,3,1.031,0.204,0.215,-0.704,10819.1,66.9,1.711807229,1
0,8.199,0,0,3.449,0.59178,3.221,0.72615,-5.384,0.84246,0,0.25672,0,4.794,0,0,4,16.069,0,16,0.0640688,0,0,0,0.73931,0,6,5,0,0,0,2,122.748,0,0,0,0.53315,0,3,1,6,5.036,0.263,0.215,0,14121.7,94.85,3.120080134,1
1,0,12.078,2,4.607,0.59178,4.567,0.88651,-5.857,0.08169,2,0.93773,0,7.681,0,0,3,10.191,0,11,0.0571093,0,4.102,0,0.90346,0,4,4,0,1,1,0,107.557,0,0,0,0.6885,0.268,4,1,4,2.118,0.218,0.201,-0.218,13506.8,76.13,2.575187845,1
3,12.332,37.308,3,2.158,0.98659,2.058,0.52457,-5.386,0.63972,1,0.25672,0,8.158,2.487,1,5,5.045,0,16,0.0820652,1,0,0,0.43487,1,7,6,1,0,0,3,190.325,-3.848,0,0,0.53315,-0.482,5,1,9,2.426,0.294,0.297,0,16513.8,124.7,3.07371835,1
3,8.68,35.885,3,1.633,0.79222,3.103,0.52457,-5.772,0.63972,3,0.25672,0,5.073,2.664,2,5,5.048,0,17,0.0857571,0,0,1,0.57768,1,5,6,1,0,0,2,182.24,0,0,0,0.53315,-2.196,3,0,8,2.062,0.264,0.285,0,16651.5,110.52,1.767155866,1
0,4.483,0,0,3.192,0.59178,3.192,0.02838,-3.246,0.84246,0,0.93773,0,2.068,0,0,0,0,0,11,0.0250041,0,0,0,0.29389,0,0,0,0,0,0,1,30.877,0,0,0,0.63709,0,1,0,1,2.22,0.028,0.087,0,7511.58,4.93,2.053078443,1
4,0,47.406,4,5.278,0.59178,5.278,0.88651,-7.767,0.02659,3,0.25672,38.595,0,0,0,5,0,0,17,0.201282,0,0,0,0.75654,0,3,4,0,0,1,0,160.049,0,0,0,0.96969,-1.082,0,0,6,-1.588,0.25,0.286,-4.736,15660.6,93.1,1.544068044,1
4,0,47.693,4,5.025,0.59178,5.025,0.72615,-8.155,0.08169,1,0.25672,38.587,0,0,0,5,0,0,17,0.0894773,1,0,0,0.42955,0,3,5,0,0,1,0,213.108,-4.142,0,0,0.6885,-0.638,0,1,7,-2.677,0.304,0.352,-4.771,16215.6,125.26,1.633468456,1
0,4.295,0,0,2.528,0.98659,2.528,0.9848,-2.971,0.84246,0,0.93773,13.656,0,0,1,1,5.438,0.962,11,0.220327,0,0,0,0.99355,1,2,3,0,0,0,1,89.4392,0,0,5.98,0.39503,0,0,0,3,1.541,0.23,0.229,0,8498.68,48.14,2.733197265,1
1,9.557,12.252,1,4.327,0.98659,4.327,0.9848,-7.239,0.63972,1,0.25672,77.418,3.072,2.48,1,2,0,0,16,0.0820652,0,0,0,0.92552,1,4,3,1,0,0,3,117.994,0,0,0,0.84757,-0.573,2,0,6,-3.152,0.189,0.206,-10.257,13108.4,72.95,2.496237545,1
0,0,0,1,2.357,0.98659,2.15,0.93048,-2.944,0.08169,0,0.82734,0,0,0,1,1,0,0,5,0.01657,0,2.883,1,0.98667,0,1,2,0,1,1,0,104.158,0,0,0,0.63709,0,0,1,2,1.95,0.391,0.316,0,5675.22,60.83,1.720159303,1
3,0,33.58,2,3.602,0.59178,3.375,0.52457,-5.094,0.00855,1,0.93773,0,0,0,0,4,5.081,0,11,0.0571093,0,0,0,0.23737,0,2,6,0,0,0,0,234.31,0,1,0,0.53315,-0.399,0,2,6,1.083,0.454,0.456,0,13230.3,149.44,1.67669361,1
1,0,12.011,1,4.974,0.59178,4.973,0.23327,-5.582,0.63972,1,0.93773,25.935,0,0,0,1,0,0,12,0.0436704,0,0,0,0.54627,0,1,1,0,0,0,0,43.4905,0,0,0,0.87038,-0.404,0,0,1,-1.077,0.067,0.1,0,11985.3,17.07,2.96964884,1
0,0,0,1,4.321,0.79222,3.832,0.23327,-5.684,0.63972,1,0.93773,26.688,0,5.329,2,0,0,0,12,0.0436704,0,0,0,0.99773,2,0,1,2,0,0,0,108.79,0,0,0,0.96969,0.129,0,1,2,-0.359,0.222,0.242,0,11186.4,56.15,2.555698895,1
1,8.748,12.021,2,3.688,0.37866,3.58,0.88651,-6.091,0.24139,2,0.25672,0,0,8.177,3,1,0,0,17,0.0640688,0,0,0,0.65549,3,2,4,3,0,0,2,179.168,0,0,0,0.6885,-0.16,0,1,6,1.603,0.312,0.319,0,15125.8,103.07,3.238171604,1
2,0,22.791,2,-0.129,0.98659,1.047,0.9848,-1.961,0.84246,2,0.82734,0,0,0,1,3,0,0,5,0.149605,0,0,1,0.82441,0,2,3,0,0,0,0,143.771,0,0,0,0.87038,-1.063,0,1,4,0.614,0.39,0.368,0,8992.48,85.85,1.612783857,1
1,8.695,12.055,1,3.669,0.79222,3.566,0.9848,-4.961,0.63972,1,0.25672,0,0,5.376,2,1,0,0,17,0.0571093,0,0,0,0.99212,2,2,3,2,0,0,2,102.116,0,0,0,0.96969,-0.291,0,0,5,2.098,0.197,0.196,0,13898.9,58.95,1.62838893,1
3,0,33.799,2,5.677,0.98659,5.677,0.33223,-6.756,0.02659,1,0.93773,36.267,0,2.323,1,5,8.631,0,12,0.0820652,0,0,0,0.28459,1,3,7,1,0,0,0,212.613,0,1,0,0.29329,-0.844,0,1,8,0.012,0.35,0.355,-4.81,14370.5,142.47,1.62324929,1
0,8.834,0,1,4.944,0.37866,4.373,0.9848,-6.639,0.24139,1,0.25672,0,0,8.882,3,0,0,0,17,0.0605705,0,0,0,0.82308,3,1,3,3,0,0,2,152.329,0,0,0,0.6885,0.399,0,1,5,2.727,0.263,0.273,0,15650,86,3.784189205,1
0,4.347,0,0,2.425,0.59178,2.06,0.23327,-4.244,0.84246,0,0.93773,0,4.061,0,0,0,0,0,11,0.0279659,0,0,0,0.95776,0,1,1,0,0,0,1,73.6917,0,0,0,0.63709,0,2,1,1,4.729,0.199,0.195,0,8968.88,41.13,1.653212514,1
2,0,25.322,2,4.52,0.59178,4.52,0.93048,-6.06,0.63972,2,0.93773,0,6.495,0,0,2,0,0,12,0.0711702,0,0,0,0.92305,0,2,2,0,0,0,0,65.4549,0,0,0,0.96969,0.267,3,0,3,2.724,0.095,0.112,0.081,14752.9,37.38,2.47348697,1
2,4.06,26.015,2,4.995,0.59178,4.995,0.9848,-7.256,0.63972,2,0.25672,0,1.694,0,0,3,0,0,17,0.0857571,0,0,0,0.97719,0,4,3,0,0,0,1,96.4193,0,0,0,0.96969,-0.058,1,0,5,3.11,0.15,0.149,0,18775,63.41,3.089905111,1
0,13.48,0,1,3.837,0.59178,3.838,0.9848,-6.299,0.63972,1,0.25672,0,3.79,0,0,0,0,0,16,0.0640688,0,0,0,0.94202,0,1,3,0,0,1,3,140.201,0,0,0,0.99269,0.003,2,0,5,3.539,0.204,0.257,0,11892.4,70.33,1.792391689,1
3,0,38.114,3,4.707,0.59178,4.707,0.9848,-6.749,0.24139,1,0.93773,78.327,0,0,0,3,0,0,12,0.0894773,1,0,0,0.97951,0,3,3,0,0,0,0,104.916,-4.62,0,0,0.6885,-0.185,0,1,4,-4.024,0.15,0.17,-10.305,15563.7,62.83,3.051538391,1
3,4.213,38.066,3,1.946,0.59178,2.27,0.88651,-4.296,0.63972,1,0.93773,0,3.531,0,0,3,0,0,11,0.0640688,1,0,0,0.64633,0,4,4,0,0,0,1,161.956,-3.508,0,0,0.96969,0.108,2,2,5,2.334,0.289,0.287,0,15214.5,103.95,2.492760389,1
2,0,24.692,2,3.028,0.98659,3.028,0.93048,-4.056,0.63972,2,0.93773,0,0,2.889,1,2,0,0,12,0.0605705,0,0,0,0.99652,1,2,2,1,0,0,0,80.5422,0,0,0,0.99269,0.093,0,0,4,1.555,0.156,0.151,0,13133.1,49.41,3.21031852,1
2,13.556,25.654,3,4.805,0.59178,4.805,0.88651,-7.811,0.63972,1,0.03452,0,3.748,0,0,2,0,0,22,0.0894773,1,0,0,0.79513,0,3,4,0,0,1,3,166.065,-3.947,0,0,0.84757,-0.383,2,1,6,3.167,0.207,0.248,0,18264.9,89.06,2.593839661,1
3,4.15,34.689,2,3.151,0.59178,3.151,0.72615,-3.941,0.08169,1,0.93773,0,0,0,0,3,0,0,12,0.0605705,0,0,0,0.88166,0,2,5,0,0,0,1,125.822,0,0,0,0.96969,0.153,0,0,6,1.137,0.251,0.248,0,12451.7,79.02,3.653019451,1
4,0,49.762,4,3.887,0.59178,3.162,0.88651,-5.044,0.63972,2,0.93773,0,0,0,0,4,0,0,12,0.0747707,1,0,0,0.87472,0,4,4,0,0,0,0,131.755,-3.716,0,0,0.84757,-0.355,0,1,5,1.187,0.207,0.217,0,17124.1,79.9,2.06069784,1
1,0,11.93,1,4.536,0.98659,4.308,0.93048,-6.363,0.63972,1,0.93773,75.151,0,2.172,1,2,4.5,0,11,0.0676025,0,0,0,0.96282,1,2,2,1,0,0,0,107.423,0,0,0,0.53315,-0.668,0,1,3,-1.425,0.191,0.2,-9.379,12433.9,66.56,3.388101202,1
2,4.285,24.23,2,2.427,0.59178,2.199,0.72615,-4.481,0.63972,2,0.93773,0,6.045,0,0,4,9.675,0,11,0.0536867,0,0,0,0.75037,0,5,5,0,0,0,1,139.431,0,0,0,0.84757,-1.04,4,1,5,2.959,0.288,0.279,0,12619.8,93.73,1.812913357,1
2,8.592,22.495,3,1.563,0.98659,2.102,0.52457,-4.824,0.08169,1,0.93773,0,4.629,2.529,1,2,0,0,11,0.0571093,1,3.582,0,0.59857,1,4,6,1,1,1,2,176.117,-3.64,0,0,0.96969,-0.576,3,1,7,2.739,0.329,0.334,0,12046.2,108.52,1.537819095,1
1,4.896,12.543,1,1.868,0.59178,3.382,0.93048,-5.181,0.84246,1,0.93773,38.53,3.941,0,0,1,0,0,11,0.0747707,0,0,0,0.7919,0,1,2,0,0,0,1,47.9664,0,0,0,0.84757,-0.351,2,0,4,1.241,0.071,0.08,-4.448,13503.5,28.48,1.537819095,1
0,8.335,0,0,2.287,0.98659,2.455,0.9848,-3.825,0.84246,0,0.93773,0,0,0,1,0,0,2.177,10,0.214095,0,0,0,0.87368,1,2,3,0,0,0,2,140.449,0,0,5.88,0.39503,0,0,1,3,3.53,0.398,0.369,0,8639.08,80.03,5.087255973,2
2,0,24.908,2,4.065,0.98659,4.516,0.88651,-6.3,0.84246,0,0.93773,0,2.899,2.442,1,4,10.247,0,11,0.0571093,1,0,0,0.67435,1,4,4,1,0,0,0,152.915,-3.787,0,0,0.84757,0,2,2,5,2.542,0.281,0.267,0,14169.7,101.25,1.672097858,1
1,3.872,12.697,1,3.47,0.79222,3.469,0.93048,-6.785,0.84246,1,0.03452,0,3.53,3.065,2,2,0,2.253,21,0.30582,0,0,0,0.93845,2,3,2,1,0,0,1,110.863,0,0,0,0.84757,-0.161,2,0,5,3.972,0.192,0.188,0,15572.3,70.92,2.670709595,1
3,0,37.575,3,3.033,0.98659,3.033,0.9848,-5.447,0.84246,1,0.82734,37.719,3.918,2.435,1,3,0,0,6,0.437374,1,0,0,0.93409,1,3,3,1,0,0,0,124.878,-3.743,0,0,0.6885,0.012,2,1,4,-0.349,0.19,0.228,-5.638,13400.6,71.62,2.630427875,1
1,0,11.189,1,4.011,0.79222,4.011,0.23327,-6.981,0.84246,1,0.25672,37.437,0,1.996,2,1,0,1.822,16,0.295118,0,0,0,0.98129,2,1,1,1,0,0,0,79.8986,0,0,0,0.84757,-1.928,0,0,3,1.684,0.141,0.154,-4.888,12673,44.89,2.969881644,1
1,3.681,12.023,1,3.553,0.59178,3.553,0.9848,-5.408,0.63972,1,0.25672,26.668,3.244,0,0,4,5.146,0,16,0.0640688,0,0,0,0.96812,0,5,3,0,0,0,1,97.2244,0,0,0,0.84757,-0.586,2,0,5,0.341,0.199,0.186,0,12468.9,65.47,2.962369336,1
2,0,23.197,2,2.693,0.79222,2.693,0.93048,-4.979,0.24139,2,0.93773,53.371,0,3.362,2,2,0,0,12,0.0571093,0,0,0,0.99393,2,2,2,2,0,0,0,100.504,0,0,0,0.99269,-2.61,0,0,4,-6.464,0.205,0.21,0,10964.4,58.2,1.596597096,1
1,8.477,11.917,1,3.646,0.59178,3.634,0.88651,-5.034,0.63972,1,0.93773,38.557,6.378,0,0,2,4.951,0,11,0.0640688,0,0,0,0.99124,0,3,4,0,0,0,2,73.0977,0,0,0,0.6885,-0.533,4,0,5,0.175,0.131,0.136,-4.477,11708.3,47.36,2.807196661,1
0,4.128,0,1,1.176,0.79222,1.198,0.72615,-2.443,0.00855,1,0.82734,0,2.059,0,2,1,0,0,6,0.0279659,0,2.881,1,0.71981,1,2,5,0,1,1,1,156.657,0,1,5.371,0.99269,0.083,1,1,4,1.569,0.452,0.406,0,8238.88,96.8,2.463146137,1
3,0,35.581,3,2.672,0.79222,2.351,0.9848,-4.826,0.84246,1,0.93773,0,1.862,4.533,2,3,0,0,11,0.0536867,1,0,0,0.56342,2,3,3,2,0,0,0,182.78,-3.82,0,0,0.84757,-0.716,1,2,5,2.159,0.355,0.345,0,14043.2,111.89,3.136720567,1
3,0,35.956,3,5.084,0.37866,4.877,0.88651,-7.142,0.63972,1,0.93773,39.229,1.744,5.423,3,3,0,0,12,0.0747707,1,0,0,0.73104,3,3,4,3,0,0,0,155.053,-4.215,0,0,0.84757,-1.311,1,1,6,-1.986,0.25,0.262,-4.817,16795.3,95.68,2.457124626,1
1,4.15,11.827,2,3.608,0.98659,3.794,0.52457,-6.332,0.00855,2,0.93773,37.937,1.989,0,1,2,4.613,0,12,0.0676025,0,3.455,0,0.65756,1,4,6,0,1,1,1,154.026,0,1,5.69,0.53315,-1.152,1,1,5,0.003,0.285,0.276,-4.554,13794.9,102.87,2.410777233,1
3,0,35.39,3,1.867,0.79222,1.772,0.9848,-3.769,0.84246,1,0.93773,0,1.847,4.334,2,4,0,0,11,0.0503047,1,0,0,0.71991,2,4,3,2,0,0,0,156.704,-3.86,0,0,0.96969,-0.804,1,1,6,1.509,0.338,0.32,0,12189.7,96.79,1.711807229,1
0,12.755,0,0,3.306,0.59178,3.306,0.88651,-4.679,0.63972,0,0.93773,0,8.241,0,0,1,0,0,11,0.0436704,0,0,0,0.89625,0,4,4,0,0,0,3,104.624,0,1,0,0.96969,0,4,1,4,3.139,0.255,0.227,-0.129,10751.4,77.11,2.331427297,1
0,12.239,0,0,4.366,0.59178,4.366,0.88651,-6.466,0.63972,0,0.25672,38.332,2.028,0,0,1,0,0,17,0.0640688,0,0,0,0.89625,0,4,4,0,0,0,3,104.624,0,1,0,0.84757,0,1,1,4,1.281,0.229,0.198,-4.422,13287,77.11,2.170261715,1
1,0,11.819,3,3.55,0.59178,3.55,0.93048,-4.659,0.24139,3,0.93773,0,0,0,0,2,5.286,0,12,0.0469652,0,0,0,0.74989,0,2,2,0,0,2,0,49.5212,0,0,0,0.87038,0.875,0,0,2,1.895,0.108,0.111,0,11760,26.3,1.77815125,1
0,0,0,0,0.741,0.79222,1.274,0.23327,-2.447,0.84246,0,0.82734,36.55,0,0,2,0,0,0,5,0.140529,0,0,0,0.96281,2,0,1,0,0,0,0,90.5036,0,0,5.01,0.99269,0,0,0,2,0.115,0.232,0.274,-4.265,5281.32,41.81,1.720159303,1
2,3.681,22.51,2,0.972,0.59178,0.972,0.88651,-2.039,0.84246,0,0.82734,0,1.55,0,0,2,0,0,6,0.0279659,1,0,0,0.88025,0,3,4,0,0,0,1,137.614,-3.244,0,0,0.87038,0,1,1,4,0.378,0.388,0.38,0,7091.34,79.2,1.667452953,1
3,0,35.847,3,1.004,0.98659,0.9,0.88651,-2.077,0.84246,1,0.82734,0,1.863,2.065,1,4,5.106,0,6,0.0469652,1,0,0,0.83987,1,4,4,1,0,0,0,126.034,-3.808,0,0,0.87038,-0.608,1,1,6,1.04,0.298,0.266,0,11047.2,84.09,1.662757832,1
1,0,11.613,1,2.868,0.37866,2.868,0.23327,-4.622,0.84246,1,0.93773,38.906,0,4.702,3,1,0,0,11,0.169211,0,0,0,0.99651,3,1,1,2,0,0,0,94.986,0,0,0,0.84757,-0.679,0,0,4,0.528,0.196,0.196,-4.44,10564.7,56.92,2.385606274,1
2,0,23.285,3,3.947,0.98659,3.947,0.72615,-5.627,0.24139,3,0.82734,75.238,0,2.046,1,3,4.468,0,6,0.0711702,0,3.482,0,0.9566,1,4,5,1,1,1,0,100.638,0,0,0,0.6885,-1.688,0,0,5,-2.279,0.196,0.187,-9.469,11094,67.76,1.531478917,1
0,7.655,0,1,1.134,0.59178,0.609,0.72615,-2.572,0.63972,1,0.82734,0,0,0,0,2,5.25,0,5,0.0340808,0,0,0,0.59585,0,4,5,0,0,0,2,153.518,0,1,0,0.96969,0.877,0,2,5,0.676,0.439,0.363,0,9585.58,108.78,1.638489257,1
1,0,12.026,1,3.84,0.59178,3.84,0.23327,-4.129,0.63972,1,0.82734,0,0,0,0,1,0,0,6,0.149605,0,0,0,0.54627,0,1,1,0,0,0,0,43.4905,0,0,0,0.87038,0.385,0,0,1,3.834,0.085,0.11,0,8302.18,17.07,3.222196046,1
0,3.71,0,0,2.985,0.59178,2.985,0.93048,-4.532,0.84246,0,0.25672,0,1.67,0,0,2,5.196,2.298,16,0.155947,0,0,0,0.89808,0,3,2,0,0,0,1,53.6465,0,0,0,0.87038,0,1,0,3,2.674,0.155,0.129,0,10001.8,35.26,4.457367097,1
2,8.483,21.481,1,3.943,0.59178,3.943,0.88651,-5.992,0.08169,0,0.93773,75.86,0,0,0,2,0,0,11,0.0571093,0,0,0,0.90054,0,2,4,0,0,0,3,132.309,0,0,0,0.96969,0,0,0,6,-6.249,0.266,0.303,-10.525,8821.72,76.53,1.658011397,1
2,5.872,23.673,2,3.87,0.59178,4.558,0.88651,-5.973,0.24139,2,0.93773,77.186,0,0,0,2,0,0,11,0.0747707,0,0,0,0.86991,0,3,4,0,0,0,2,122.463,0,1,0,0.96969,-1.016,0,1,5,-4.11,0.224,0.228,-10.285,13041.3,80.5,2.693287157,1
1,0,11.74,2,3.898,0.59178,4.085,0.88651,-5.842,0.08169,2,0.93773,0,8.854,0,0,3,10.215,2.164,11,0.172634,0,3.943,0,0.99285,0,4,4,0,1,1,0,64.7424,0,0,0,0.84757,0.312,5,0,4,1.74,0.139,0.125,-0.566,12335.1,47.89,3.323458367,1
1,0,11.776,2,3.924,0.98659,4.111,0.88651,-6.292,0.08169,2,0.25672,0,3.435,2.608,1,3,10.154,2.125,17,0.183127,0,3.91,0,0.98947,1,4,4,1,1,1,0,79.8298,0,0,0,0.84757,-0.017,2,0,5,2.344,0.175,0.141,0,14598,59.92,1.653212514,1
1,0,11.031,3,1.458,0.98659,1.458,0.72615,-3.573,0.84246,2,0.82734,0,4.714,2.46,1,4,15.872,0,6,0.0536867,0,3.987,0,0.94892,1,5,5,1,1,2,0,85.8605,0,0,0,0.84757,0.767,3,0,6,2.633,0.221,0.166,0,11258.7,69.15,2.24674471,1
1,0,12.278,3,2.428,0.59178,2.428,0.93048,-3.682,0.63972,3,0.93773,0,0,0,0,4,5.421,0,10,0.0469652,0,0,0,0.99994,0,4,2,0,0,2,0,82.9988,0,0,0,0.87038,1.136,0,0,4,1.289,0.205,0.183,0,10793.8,52.58,1.638489257,1
2,14.908,23.485,2,0.132,0.79222,0.042,0.52457,-2.779,0.63972,2,0.93773,0,3.443,5.38,2,2,0,0,10,0.0503047,0,0,0,0.15053,2,6,6,2,0,0,4,243.036,0,0,0,0.84757,-0.468,2,2,8,2.17,0.533,0.481,0,12217.6,166.23,1.550228353,1
1,0,11.482,2,3.676,0.98659,3.863,0.88651,-5.754,0.02659,2,0.93773,0,5.517,2.65,1,3,10.088,2.156,11,0.176095,0,3.893,0,0.98947,1,4,4,1,1,1,0,79.8298,0,0,0,0.53315,0.122,3,0,5,1.728,0.173,0.142,0,12768.4,59.92,2.908216853,1
0,0,0,2,1.548,0.37866,1.23,0.9848,-3.846,0.02659,1,0.82734,0,1.677,5.74,3,1,4.916,0,5,0.0372253,0,3.971,0,0.75233,3,2,3,2,1,1,0,145.332,0,0,0,0.39983,0.512,1,1,5,0.925,0.351,0.31,0,9698.68,93.53,3.390139938,1
1,0,12.083,1,2.683,0.98659,3.23,0.93048,-3.974,0.84246,1,0.82734,0,1.923,2.85,1,1,0,0,6,0.159195,0,0,0,0.85719,1,1,2,1,0,0,0,53.703,0,0,0,0.99269,-0.019,1,0,3,1.682,0.115,0.114,0,11779.5,32.34,1.638489257,1
1,12.808,11.379,2,1.47,0.59178,1.387,0.88651,-4.208,0.08169,2,0.93773,0,1.232,0,0,2,4.534,0,10,0.0536867,0,0,0,0.92624,0,3,4,0,0,1,3,132.635,0,0,0,0.53315,-0.76,1,0,6,0.53,0.226,0.255,0,10418.8,72.84,1.612783857,1
2,3.614,24.6,3,3.169,0.59178,3.169,0.88651,-4.833,0.63972,1,0.93773,26.549,0,0,0,2,0,0,11,0.0571093,1,0,0,0.73752,0,2,4,0,0,1,1,178.05,-4.575,0,0,0.99269,-0.373,0,1,5,-3.297,0.311,0.363,0,10746.6,95.03,2.658964843,1
0,7.696,0,1,1.878,0.59178,1.354,0.72615,-3.556,0.63972,1,0.82734,0,0,0,0,1,0,0,5,0.0340808,0,0,0,0.43344,0,3,5,0,0,0,2,176.044,0,2,0,0.96969,0.944,0,3,4,0.702,0.48,0.403,0,10925.8,124.85,1.62838893,1
1,7.428,12.115,1,3.225,0.59178,3.225,0.88651,-4.864,0.24139,1,0.25672,0,0,0,0,3,5.385,0,17,0.0536867,0,0,0,0.96929,0,5,4,0,0,0,2,94.7113,0,0,0,0.96969,-0.488,0,0,5,2.144,0.233,0.197,0,12981,65.22,2.494154594,1
1,14.859,12.033,1,1.679,0.59178,1.634,0.52457,-3.553,0.24139,1,0.25672,0,1.755,0,0,3,5.331,0,16,0.0503047,0,0,0,0.48826,0,7,6,0,0,0,4,165.977,0,0,0,0.96969,-0.567,1,1,7,2.051,0.434,0.357,0,11731.1,119.24,1.698970004,1
1,0,10.189,1,0.059,0.98659,1.526,0.88651,-1.897,0.84246,1,0.82734,0,1.583,0,1,4,10.142,0,6,0.030993,0,0,1,0.99826,0,3,4,0,0,0,0,91.0535,0,0,0,0.84757,-0.863,1,0,4,1.391,0.263,0.236,0,7565.06,55.76,1.857332496,1
2,11.227,21.758,1,1.972,0.59178,1.972,0.52457,-3.96,0.24139,0,0.25672,0,0,0,0,4,5.423,0,17,0.0536867,0,0,0,0.61604,0,5,6,0,0,0,3,155.078,0,0,0,0.96969,0,0,0,8,1.257,0.39,0.34,0,11241.2,106.85,1.711807229,1
2,7.249,22.062,1,3.526,0.59178,3.526,0.72615,-6.049,0.24139,0,0.25672,38.056,0,0,0,4,5.335,0,17,0.0676025,0,0,0,0.74801,0,4,5,0,0,0,2,140.853,0,0,0,0.84757,0,0,0,7,-1.15,0.292,0.281,-4.686,12254.8,93.97,2.689752696,1
0,7.443,0,0,3.232,0.59178,3.232,0.88651,-5.146,0.84246,0,0.25672,0,0,0,0,2,5.679,0,17,0.0536867,0,0,0,0.93207,0,4,4,0,0,0,2,108.309,0,0,0,0.99269,0,0,0,5,2.874,0.253,0.227,0,11943.2,71.94,4.272096999,1
1,0,11.87,1,0.931,0.59178,0.931,0.93048,-1.42,0.84246,1,0.82734,0,0,0,0,2,5.191,0,6,0.030993,0,0,0,0.81105,0,2,2,0,0,0,0,44.6464,0,0,0,0.63709,0.105,0,0,3,0.758,0.144,0.117,0,7681.24,29.54,1.69019608,1
2,3.674,23.162,2,2.528,0.98659,2.528,0.88651,-4.508,0.24139,2,0.93773,0,7.193,2.637,1,4,5.302,0,11,0.0571093,0,0,0,0.86233,1,5,4,1,0,0,1,122.412,0,0,0,0.84757,-0.693,4,0,6,1.79,0.245,0.243,-0.348,11881.3,81.43,1.73239376,1
1,3.633,12.065,2,3.191,0.98659,3.383,0.72615,-5.425,0.02659,2,0.93773,0,5.69,0,1,3,4.859,0,11,0.0571093,0,3.631,0,0.77959,1,5,5,0,1,1,1,142.208,0,0,5.764,0.84757,-0.639,3,0,6,1.71,0.269,0.276,-0.382,12925.8,90.71,3.431041945,1
1,0,11.676,1,2.619,0.98659,2.619,0.23327,-2.535,0.63972,1,0.93773,0,0,0,1,1,0,0,11,0.0279659,0,0,0,0.86502,1,1,1,0,0,0,0,64.8113,0,0,0,0.87038,0.033,0,0,2,1.343,0.185,0.183,0,7965.72,32.86,2.856426772,1
1,7.344,11.839,2,2.342,0.98659,2.65,0.33223,-6.207,0.02659,2,0.25672,38.051,0,0,1,4,9.942,0,17,0.0820652,0,3.37,0,0.55366,1,7,7,0,1,1,2,162.464,0,0,5.588,0.39983,-1.27,0,0,8,0.186,0.294,0.271,-4.578,14520.1,112.83,3.872971631,1
1,11.091,11.93,2,0.282,0.98659,0.59,0.19128,-4.486,0.02659,2,0.25672,0,3.228,0,1,5,10.248,0,16,0.0711702,0,3.552,0,0.31175,1,9,8,0,1,1,3,193.428,0,0,5.681,0.53315,-0.709,2,0,10,2.689,0.385,0.339,0,13536.7,138.86,1.944482672,1
2,4.215,24.622,2,2.835,0.79222,2.881,0.9848,-5.268,0.84246,2,0.25672,0,1.717,5.565,2,2,0,0,17,0.0640688,0,0,0,0.6942,2,3,3,2,0,0,1,157.545,0,0,0,0.96969,-0.595,1,1,5,2.606,0.297,0.286,0,15139.7,99.32,3.400796935,1
2,0,24.026,3,4.026,0.59178,3.935,0.88651,-6.004,0.63972,1,0.93773,0,3.391,0,0,3,5.128,0,11,0.0605705,1,0,0,0.6482,0,3,4,0,0,1,0,172.234,-3.495,0,0,0.6885,-0.179,2,2,4,3.546,0.291,0.307,0,14338.1,103.77,2.937517892,1
0,0,0,2,3.909,0.79222,3.502,0.88651,-7.552,0.02659,1,0.93773,0,3.347,5.874,2,2,10.151,0,11,0.0640688,0,4.155,0,0.52912,2,3,4,2,1,1,0,172.857,0,0,0,0.21184,0.508,2,2,5,4.242,0.299,0.28,0,15691.2,115.21,4.42799703,1
