ES_Count_dO,ES_Sum_aaN,ES_Sum_dO,Num_AliphaticDoubleBonds,LogD,QED_HBD,ALogP98,QED_HBA,Molecular_Solubility,QED_ALERTS,ES_Count_dssC,QED_AROM,ES_Sum_sF,ES_Sum_sCH3,ES_Sum_ssNH,Num_H_Donors,O_Count,ES_Sum_ssO,ES_Sum_aaaC,Num_AromaticBonds,SAscore_Complexity,ES_Count_ddssS,ES_Sum_dsN,ES_Count_sOH,QED_PSA,HBD_Count,HBA_Count,Num_H_Acceptors,ES_Count_ssNH,ES_Count_dsN,Num_StereoBonds,ES_Count_aaN,Molecular_PolarSASA,ES_Sum_ddssS,ES_Count_ssS,ES_Sum_sNH2,QED_ROTB,ES_Sum_dssC,ES_Count_sCH3,S_Count,Num_H_Acceptors_Lipinski,ES_Sum_aasC,Molecular_FractionalPolarSurfaceArea,Molecular_FractionalPolarSASA,ES_Sum_ssssC,Apol,Molecular_PolarSurfaceArea,lnROS,quality
2,4.341,24.734,2,5.035,0.59178,5.13,0.88651,-6.731,0.63972,0,0.25672,0,1.893,0,0,3,5.102,0,16,0.0605705,1,0,0,0.46968,0,2,4,0,0,0,1,188.837,-3.963,0,0,0.96969,0,1,3,4,3.092,0.348,0.337,0,18429.6,121.11,3.185400483,1
1,0,11.331,2,3.456,0.98659,3.559,0.9848,-5.622,0.24139,1,0.82734,37.138,5.277,2.53,1,2,5.039,0,6,0.0571093,0,4.025,0,0.99856,1,3,3,1,1,1,0,73.7991,0,0,0,0.53315,-0.531,3,0,4,-0.138,0.145,0.142,-4.903,10587.9,50.69,2.229169703,1
2,4.121,21.747,1,0.692,0.98659,0.758,0.72615,-1.698,0.24139,0,0.82734,0,0,3.256,1,2,0,0,6,0.0372253,0,0,0,0.91861,1,1,5,1,0,0,1,114.07,0,0,0,0.87038,0,0,0,6,0.57,0.314,0.278,0,8034.82,73.98,3.454768661,1
1,0,11.381,1,2.598,0.37866,2.601,0.88651,-4.463,0.24139,1,0.82734,37.478,5.231,5.367,3,2,5.039,0,6,0.0571093,0,0,0,0.90164,3,2,4,2,0,0,0,132.227,0,0,5.568,0.53315,-0.561,3,0,5,-0.437,0.221,0.258,-5.014,10421,76.38,4.293473048,1
1,9.185,12.617,1,3.998,0.98659,4.373,0.88651,-5.089,0.84246,1,0.25672,0,0,2.899,1,1,0,0,17,0.0784028,0,0,0,0.79008,1,3,4,1,0,0,2,120.094,0,0,0,0.99269,-0.128,0,1,6,3.826,0.222,0.189,0,17701.8,89.6,1.711807229,1
1,0,11.468,2,3.861,0.37866,3.647,0.9848,-6.466,0.24139,2,0.82734,0,9.62,8.995,3,2,5.158,0,6,0.0605705,0,0,0,0.74297,3,2,3,3,0,0,0,156.748,0,0,0,0.29329,0.181,5,1,5,3.361,0.239,0.269,-0.473,13540.1,94.48,4.243236538,1
1,8.317,11.876,2,3.909,0.98659,3.683,0.72615,-4.404,0.02659,1,0.93773,0,1.81,0,1,2,0,0,11,0.0503047,0,0,1,0.51481,1,3,5,0,0,0,2,178.815,0,1,0,0.6885,0.042,1,2,4,2.486,0.37,0.354,0,13512.8,116.61,4.200672696,1
2,4.097,25.359,3,3.885,0.59178,3.644,0.72615,-5.434,0.63972,3,0.25672,0,0,0,0,2,0,0,17,0.186695,0,4.614,0,0.5193,0,4,5,0,1,1,1,160.242,0,1,0,0.84757,0.325,0,2,5,2.476,0.323,0.277,0,17284.1,116.17,1.544068044,1
0,8.591,0,0,3.134,0.98659,3.092,0.9848,-4.697,0.84246,0,0.25672,0,0,3.235,1,0,0,0,16,0.0404228,0,0,0,0.74485,1,2,3,1,0,0,2,145.819,0,0,0,0.99269,0,0,2,3,4.067,0.381,0.324,0,12294.5,94.29,3.708378403,1
1,0,11.749,2,3.911,0.37866,3.462,0.93048,-7.075,0.24139,2,0.93773,0,4.12,9.238,3,1,0,0,11,0.0605705,0,0,0,0.54683,3,1,2,3,0,0,0,193.532,0,0,0,0.39983,0.581,2,2,4,4.148,0.309,0.33,0,15368.8,113.49,1.86923172,1
0,0,0,0,2.691,0.98659,2.716,0.93048,-3.893,0.84246,0,0.82734,0,0,3.39,1,0,0,0,6,0.0372253,0,0,0,0.50512,1,0,2,1,0,0,0,26.8638,0,0,0,0.87038,0,0,0,2,2.628,0.059,0.059,0,10812.1,15.27,4.05465135,1
0,0,0,1,3.146,0.98659,4.065,0.93048,-5.994,0.63972,1,0.93773,25.988,0,3.167,1,0,0,0,12,0.0676025,0,0,0,0.99845,1,0,2,1,0,0,0,83.9534,0,0,0,0.84757,0.662,0,1,3,1.436,0.137,0.143,0,14558.5,50.6,2.539076099,1
0,4.103,0,1,3.805,0.98659,3.832,0.9848,-6.565,0.63972,1,0.93773,0,0,3.259,1,0,0,0,12,0.0676025,0,0,0,0.97686,1,1,3,1,0,0,1,98.1791,0,0,0,0.84757,0.749,0,1,4,3.418,0.163,0.162,0,17105.6,63.49,4.869225851,2
3,0,37.461,3,3.181,0.98659,4.145,0.88651,-5.792,0.84246,1,0.93773,0,1.87,2.174,1,3,0,0,12,0.0820652,1,0,0,0.88885,1,3,4,1,0,0,0,115.129,-3.894,0,0,0.96969,-0.6,1,1,6,3.192,0.178,0.173,0,19028.1,78.09,1.447158031,1
0,10.967,0,0,2.715,0.59178,2.715,0.88651,-4.342,0.63972,0,0.93773,37.33,3.224,0,0,1,0,0,11,0.0436704,0,0,0,0.89625,0,4,4,0,0,0,3,104.624,0,1,0,0.99269,0,2,1,4,0.174,0.288,0.246,-4.456,9404.24,77.11,4.732992512,2
0,7.725,0,0,4.061,0.59178,4.061,0.9848,-5.24,0.63972,0,0.25672,13.602,0,0,0,2,0,0,16,0.0503047,0,0,0,0.89438,0,4,3,0,0,0,2,107.137,0,1,0,0.96969,0,0,1,4,1.553,0.272,0.223,0,12934.9,77.36,4.827524351,2
0,11.811,0,0,5.444,0.59178,5.703,0.88651,-7.715,0.24139,0,0.03452,52.64,0,0,0,1,0,0.111,21,0.19759,0,0,0,0.86158,0,4,4,0,0,0,3,107.821,0,1,0,0.84757,0,0,1,5,-0.726,0.204,0.182,-4.552,17454.8,81.52,3.555759293,1
0,12.85,0,0,3.887,0.59178,3.886,0.9848,-5.658,0.63972,0,0.25672,13.747,0,0,0,0,0,0,17,0.0536867,0,0,0,0.99793,0,2,3,0,0,0,3,87.885,0,1,0,0.96969,0,0,1,3,1.711,0.183,0.171,0,14019.8,56.01,1.498310554,1
3,6.924,35.737,3,2.657,0.37866,2.577,0.52457,-5.195,0.63972,1,0.93773,37.624,1.789,6.598,3,3,0,0,12,0.0747707,1,0,0,0.46624,3,5,6,3,0,0,2,183.504,-4.02,0,0,0.53315,-0.97,1,1,8,-0.575,0.317,0.31,-4.596,14223.2,121.46,2.629409599,1
0,7.183,0,1,4.611,0.37866,4.388,0.88651,-7.237,0.24139,1,0.93773,37.712,3.985,8.768,3,0,0,0,12,0.0676025,0,0,0,0.74811,3,2,4,3,0,0,2,152.329,0,0,0,0.39983,0.429,2,1,5,2.068,0.249,0.264,-4.492,13634.8,93.96,5.320019512,2
2,13.572,26.288,2,3.807,0.59178,4.278,0.52457,-5.948,0.84246,0,0.03452,0,1.944,0,0,2,0,0,21,0.0894773,1,0,0,0.12712,0,5,6,0,0,0,3,244.323,-3.518,0,0,0.84757,0,1,4,7,5.565,0.377,0.351,0,21491.6,172.39,3.797025044,1
0,7.158,0,1,3.284,0.98659,3.387,0.52457,-5.587,0.24139,0,0.93773,37.661,3.088,2.703,1,2,10.336,0,12,0.0676025,0,4.197,0,0.95185,1,5,6,1,1,1,2,81.4419,0,0,0,0.39983,0,2,0,6,0.938,0.185,0.143,-4.496,12206.2,68.63,2.555094449,1
0,7.174,0,1,4.073,0.98659,4.13,0.72615,-6.219,0.24139,0,0.93773,37.638,3.909,2.718,1,1,5.546,0,12,0.0676025,0,4.212,0,0.99093,1,4,5,1,1,1,2,75.4112,0,0,0,0.39983,0,2,0,5,0.652,0.16,0.131,-4.484,12374.6,59.4,3.840262964,1
3,4.116,33.738,2,3.393,0.98659,3.393,0.72615,-4.414,0.24139,1,0.93773,0,0,2.776,1,3,0,0,12,0.0711702,0,0,0,0.74485,1,2,5,1,0,0,1,136.034,0,0,0,0.99269,-0.237,0,0,8,2.028,0.25,0.239,0,15788.2,94.29,1.854306042,1
0,0,0,1,2.531,0.79222,1.812,0.93048,-4.148,0.63972,1,0.82734,0,0,3.291,2,1,0,0,6,0.0436704,0,0,1,0.9575,2,0,2,1,0,0,0,124.33,0,0,0,0.84757,0.817,0,1,3,1.321,0.239,0.258,0,10972.1,67.59,2.379305518,1
0,0,0,1,3.397,0.79222,2.678,0.93048,-4.52,0.63972,1,0.47245,0,0,3.546,2,1,0,0,0,0.0436704,0,0,1,0.9575,2,0,2,1,0,0,0,124.33,0,0,0,0.99269,0.909,0,1,3,0,0.231,0.247,0,10028.2,67.59,3.255393126,1
2,4.223,22.528,2,4.725,0.98659,4.176,0.72615,-6.183,0.08169,1,0.93773,0,1.949,3.222,1,2,0,0,12,0.0747707,0,0,0,0.59031,1,1,5,1,0,0,1,171.16,0,0,0,0.84757,0.617,1,1,7,2.981,0.268,0.282,0,16640.9,109.31,5.018964573,2
0,0,0,1,3.482,0.98659,4.141,0.93048,-5.867,0.63972,1,0.82734,13.021,0,3.584,1,0,0,0,6,0.0640688,0,0,0,0.99845,1,0,2,1,0,0,0,83.9534,0,0,0,0.84757,0.935,0,1,3,1.007,0.136,0.14,0,13550.3,50.6,4.443466393,1
3,0,35.141,2,3.68,0.98659,3.68,0.88651,-5.174,0.24139,1,0.93773,38.705,0,2.782,1,3,0,0,12,0.0820652,0,0,0,0.86257,1,1,4,1,0,0,0,121.809,0,0,0,0.96969,-0.292,0,0,7,-0.89,0.203,0.204,-4.659,14331.8,81.4,4.80393826,2
0,0,0,0,1.583,0.79222,3.363,0.88651,-5.583,0.63972,0,0.93773,12.889,0,3.501,2,1,0,0,12,0.186695,0,0,1,0.98676,2,0,4,1,0,0,0,90.922,0,1,0,0.39983,0,0,1,3,2.127,0.156,0.145,0,15345.4,60.8,1.602059991,1
2,4.593,24.708,2,3.531,0.59178,3.531,0.33223,-4.497,0.63972,2,0.93773,13.166,4.757,0,0,4,10.03,0,12,0.0894773,0,0,0,0.93188,0,5,7,0,0,0,1,86.8671,0,0,0,0.39983,-1.05,3,0,7,2.351,0.155,0.128,0,16145.5,71.97,4.314551854,1
1,3.349,11.949,1,3.323,0.98659,3.323,0.93048,-5.257,0.63972,1,0.93773,50.87,1.283,2.29,1,1,0,0,12,0.0536867,0,0,0,0.96409,1,2,2,1,0,0,1,72.8035,0,0,0,0.99269,-0.724,1,0,3,-1.905,0.147,0.158,-4.579,10282.6,41.99,2.113943352,1
2,3.345,23.489,2,2.327,0.79222,2.1,0.9848,-5.108,0.63972,2,0.93773,37.478,1.282,4.31,2,2,0,0,11,0.0571093,0,0,0,0.6942,2,3,3,2,0,0,1,157.545,0,0,0,0.96969,-1.26,1,1,5,-0.83,0.322,0.319,-4.577,11962.9,99.32,1.439332694,1
1,0,12.363,1,2.691,0.98659,3.33,0.93048,-3.825,0.84246,1,0.82734,0,6.079,3.094,1,1,0,0,6,0.16249,0,0,0,0.85719,1,1,2,1,0,0,0,53.703,0,0,0,0.99269,0.11,3,0,3,3.217,0.108,0.109,0,10336,32.34,2.017033339,1
2,3.312,21.413,3,0.225,0.79222,1.696,0.88651,-4.186,0.63972,2,0.82734,37.036,1.297,2.225,2,3,0,0,6,0.0469652,0,0,1,0.87955,1,3,4,1,0,1,1,135.144,0,0,0,0.96969,-2.08,1,0,5,-1.01,0.296,0.314,-4.56,8989.02,79.29,2.064457989,1
3,4.205,34.942,3,1.809,0.59178,1.809,0.19128,-3.19,0.24139,3,0.82734,0,5.796,0,0,6,14.156,0,6,0.0571093,0,0,0,0.50993,0,7,8,0,0,0,1,158.043,0,1,0,0.29329,-1.663,4,1,7,0.982,0.33,0.299,0,12417,117.09,1.498310554,1
1,0,12.691,2,4.573,0.98659,4.573,0.9848,-3.399,0.63972,2,0.93773,0,2.065,0,1,1,0,0,12,0.165829,0,4.415,0,0.93504,0,2,3,0,1,1,0,115.764,0,0,0,0.87038,0.329,1,1,3,3.231,0.25,0.243,0,12911.1,71.47,3.110758009,1
0,3.267,0,0,2.211,0.59178,2.211,0.93048,-3.362,0.84246,0,0.82734,36.174,1.368,0,0,0,0,0,6,0.0279659,0,0,0,0.91524,0,1,2,0,0,0,1,71.3135,0,0,0,0.63709,0,1,0,2,-0.714,0.191,0.217,-4.446,4864.6,36.68,2.004321374,1
2,0,21.375,4,-0.19,0.79222,-0.19,0.93048,-3.513,0.63972,4,0.47245,36.043,0,1.515,2,2,0,0,0,0.030993,0,0,0,0.93047,2,2,2,1,0,2,0,137.949,0,0,4.733,0.87038,-3.933,0,0,4,0,0.379,0.412,-4.644,6189.6,72.19,1.921686475,1
1,11.147,12.121,1,4.635,0.59178,4.635,0.72615,-7.067,0.24139,1,0.25672,38.063,1.422,0,0,2,0,0,17,0.0747707,0,0,0,0.74594,0,5,5,0,0,0,3,131.463,0,1,0,0.6885,-0.15,1,1,5,0.609,0.246,0.228,-4.527,15746,94.18,2.017033339,1
0,7.133,0,0,1.928,0.37866,2.427,0.72615,-4.588,0.63972,0,0.93773,37.508,0,5.712,3,1,0,0,12,0.176095,0,0,1,0.94357,3,2,5,2,0,0,2,110.779,0,0,0,0.39983,0,0,0,5,-0.262,0.213,0.209,-4.489,11261.2,70.07,2.629919036,1
2,6.934,21.528,2,-0.559,0.37866,0.906,0.33223,-3.424,0.63972,2,0.82734,37.254,0,5.027,3,3,0,0,6,0.0571093,0,0,1,0.39029,2,4,7,2,0,0,2,193.014,0,1,0,0.29329,-1.376,0,1,7,-1.247,0.39,0.374,-4.547,10998.2,129.51,2.445604203,1
3,6.969,32.746,2,2.928,0.98659,2.928,0.88651,-5.285,0.24139,1,0.93773,38.35,2.334,2.286,1,3,0,0,11,0.0605705,0,0,0,0.76005,1,2,4,1,0,0,2,160.01,0,0,0,0.96969,-0.562,2,0,7,-2.027,0.29,0.329,-4.684,10850.7,92.74,4.361397269,1
2,11.074,24.071,2,3.508,0.59178,3.509,0.88651,-5.353,0.63972,0,0.93773,76.108,1.629,0,0,2,0,0,10,0.0605705,1,0,0,0.88831,0,4,4,0,0,0,4,139.854,-5.305,0,0,0.96969,0,2,1,6,-5.726,0.243,0.287,-10.217,10332.8,78.16,4.755077918,2
0,7.174,0,1,3.567,0.37866,3.201,0.52457,-6.007,0.24139,1,0.93773,37.805,0,8.639,3,2,10.936,0,12,0.190295,0,0,0,0.55791,3,4,6,3,0,0,2,164.391,0,0,0,0.39983,0.359,0,1,7,0.945,0.298,0.276,-4.508,14183.7,112.42,4.477171919,1
2,3.278,23.792,2,3.316,0.79222,3.316,0.9848,-6.844,0.24139,2,0.93773,75.066,1.182,3.916,2,2,0,0,12,0.0747707,0,0,0,0.9374,2,3,3,2,0,0,1,114.73,0,0,0,0.84757,-1.844,1,0,5,-2.716,0.197,0.212,-9.23,12325,71.09,1.525044807,1
1,3.349,11.966,1,4.059,0.98659,4.059,0.93048,-6.513,0.63972,1,0.93773,74.92,1.275,2.313,1,1,0,0,12,0.0640688,0,0,0,0.96409,1,2,2,1,0,0,1,72.8035,0,0,0,0.96969,-0.757,1,0,3,-2.112,0.13,0.148,-9.136,10924.3,41.99,3.137354111,1
0,11.821,0,0,1.932,0.37866,2.991,0.72615,-5.628,0.63972,0,0.25672,37.759,0,5.73,3,1,0,1.808,16,0.30582,0,0,1,0.91154,3,2,5,2,0,0,3,125.004,0,0,0,0.29329,0,0,0,6,-1.083,0.198,0.209,-4.503,13408.1,75,3.887954704,1
1,4.391,11.982,1,2.443,0.59178,2.444,0.72615,-2.987,0.63972,1,0.82734,0,7.503,0,0,2,5.032,0,6,0.0469652,0,0,0,0.96451,0,3,5,0,0,0,1,99.3085,0,0,0,0.6885,-0.437,4,0,5,1.962,0.209,0.207,0,8983.72,66.22,4.18231477,1
1,3.439,11.925,1,3.112,0.98659,2.885,0.93048,-5.727,0.84246,1,0.93773,37.495,1.392,2.682,1,1,0,0,11,0.0536867,0,0,0,0.94268,1,2,2,1,0,0,1,115.618,0,0,0,0.84757,-0.412,1,1,3,0.375,0.227,0.233,-4.502,11588.7,70.22,1.462397998,1
1,3.318,11.581,2,1.583,0.79222,1.626,0.52457,-3.775,0.00855,2,0.82734,38.587,2.703,0,2,3,4.549,0,6,0.0503047,0,2.678,1,0.70969,1,4,6,0,1,1,1,160.97,0,0,5.323,0.84757,-1.631,2,0,6,-2.363,0.331,0.351,-4.823,9085.26,97.8,1.498310554,1
1,4.122,11.096,1,0.863,0.59178,0.863,0.9848,-2.734,0.63972,1,0.82734,0,5,0,0,1,0,0,6,0.0279659,0,0,0,0.99988,0,2,3,0,0,0,1,98.1527,0,0,0,0.63709,-0.055,3,0,3,2.353,0.255,0.279,0,6152.6,53.75,1.40654018,1
1,4.394,11.372,1,2.717,0.59178,2.49,0.9848,-3.977,0.63972,1,0.93773,0,3.178,0,0,2,4.671,0,11,0.0372253,0,0,0,0.9584,0,3,3,0,0,0,1,106.562,0,0,0,0.99269,-0.345,2,1,3,3.194,0.276,0.254,0,10281.1,67.42,3.524525937,1
3,4.445,38.164,3,2.994,0.59178,2.995,0.33223,-4.373,0.63972,1,0.93773,0,3.391,0,0,4,5.109,0,12,0.0857571,1,0,0,0.56248,0,5,7,0,0,0,1,160.734,-3.646,0,0,0.6885,-0.563,2,1,8,2.038,0.251,0.246,0,17070,111.98,1.531478917,1
2,0,26.366,2,4.321,0.59178,4.328,0.9848,-6.071,0.84246,0,0.25672,14.104,0,0,0,2,0,1.911,17,0.19759,1,0,0,0.99567,0,2,3,0,0,0,0,73.202,-3.583,0,0,0.96969,0,0,1,4,0.832,0.119,0.114,0,18228.4,49,4.699065539,2
1,3.482,12.176,1,2.179,0.59178,2.179,0.9848,-3.865,0.84246,1,0.82734,37.484,1.431,0,0,1,0,0,6,0.0469652,0,0,0,0.99323,0,2,3,0,0,0,1,81.398,0,1,0,0.87038,-0.237,1,1,3,-0.589,0.203,0.18,-4.479,9932.94,58.5,1.45484486,1
1,3.402,12.028,1,4.528,0.59178,4.528,0.9848,-5.671,0.24139,1,0.93773,50.248,1.34,0,0,1,0,0,12,0.0536867,0,0,0,0.99883,0,2,3,0,0,0,1,86.2729,0,1,0,0.96969,-0.445,1,1,2,-0.871,0.186,0.184,-4.546,11534.3,55.26,1.857332496,1
1,10.918,11.82,2,1.015,0.98659,1.203,0.33223,-4.709,0.02659,2,0.93773,37.537,1.251,0,1,2,4.585,0,12,0.0605705,0,3.375,0,0.65257,1,6,7,0,1,1,3,153.92,0,0,5.546,0.84757,-1.195,1,0,7,-1.219,0.324,0.31,-4.596,10981.3,103.35,1.498310554,1
1,7.892,11.232,1,2.819,0.98659,4.198,0.88651,-6.617,0.84246,1,0.25672,39.028,1.402,0,1,2,0,0,17,0.0676025,0,0,1,0.77376,0,3,4,0,0,0,2,150.258,0,0,0,0.96969,-1.68,1,1,4,0.007,0.266,0.284,-4.839,14048.8,91.32,1.511883361,1
1,3.264,11.829,1,4.175,0.59178,4.175,0.9848,-5.433,0.08169,1,0.93773,63.52,1.187,0,0,2,4.69,0,12,0.0571093,0,0,0,0.94128,0,3,3,0,0,0,1,63.7469,0,0,0,0.96969,-1.094,1,0,3,-4.13,0.133,0.137,-4.643,10258.3,39.19,2.867762025,1
2,0,21.037,1,1.451,0.98659,2.253,0.72615,-2.931,0.24139,0,0.82734,0,0,0,1,4,5.444,0,6,0.165829,0,0,1,0.88555,1,1,5,0,0,0,0,126.289,0,0,0,0.6885,0,0,0,6,0.569,0.264,0.259,0,10138.6,78.52,2.080987047,1
0,8.383,0,0,2.051,0.37866,3.209,0.88651,-5.891,0.63972,0,0.25672,38.649,0,5.666,3,1,0,1.797,16,0.30582,0,0,1,0.98224,3,1,4,2,0,0,2,110.779,0,0,0,0.29329,0,0,0,5,-0.999,0.164,0.184,-4.453,13715.8,62.11,4.723270914,2
1,0,12.517,1,3.869,0.98659,4.084,0.93048,-5.161,0.84246,1,0.93773,0,0,2.885,1,1,0,0,12,0.0676025,0,0,0,0.9021,1,1,2,1,0,0,0,48.8281,0,0,0,0.99269,-0.112,0,0,4,2.932,0.095,0.082,0,16095.5,35.58,4.7586205,2
2,4.227,21.566,2,3.351,0.98659,2.794,0.33223,-4.451,0.08169,1,0.93773,0,0,3.256,1,4,10.721,0,12,0.193927,0,0,0,0.40612,1,3,7,1,0,0,1,183.221,0,0,0,0.84757,0.65,0,1,9,3.028,0.326,0.306,0,15698.1,127.77,5.082318522,2
0,0,0,0,0.598,0.79222,2.368,0.52457,-3.873,0.84246,0,0.93773,0,0,3.482,2,4,16.305,0,12,0.309452,0,0,1,0.97808,2,3,6,1,0,0,0,80.4575,0,0,0,0.39983,0,0,0,6,3.461,0.162,0.126,0,15003,63.19,2.598790507,1
1,7.039,11.594,1,2.561,0.79222,2.334,0.88651,-4.465,0.63972,1,0.93773,37.335,0,5.255,2,1,0,0,11,0.0536867,0,0,0,0.73633,2,3,4,2,0,0,2,144.931,0,0,0,0.6885,-0.226,0,1,5,-0.567,0.314,0.293,-4.508,11201.1,95.15,3.841171694,1
2,6.957,23.82,2,2.336,0.79222,2.311,0.72615,-4.38,0.63972,0,0.93773,37.471,0,4.854,2,2,0,0,12,0.0605705,1,0,0,0.76374,2,4,5,2,0,0,2,141.578,-3.657,0,0,0.53315,0,0,1,6,-1.186,0.286,0.27,-4.562,12309.2,92.36,3.074999186,1
1,6.998,11.49,1,2.003,0.79222,2.003,0.88651,-3.986,0.63972,1,0.93773,37.301,0,5.117,2,2,0,0,11,0.0536867,0,0,0,0.87352,2,4,4,2,0,0,2,118.855,0,0,0,0.6885,-0.411,0,0,6,-1.026,0.274,0.248,-4.521,9860.88,80.05,2.996511672,1
3,4.102,33.78,2,2.537,0.98659,2.537,0.72615,-3.809,0.24139,1,0.93773,26.648,0,2.445,1,3,0,0,12,0.0747707,0,0,0,0.74485,1,2,5,1,0,0,1,136.034,0,0,0,0.99269,-0.474,0,0,8,-1.135,0.252,0.239,0,13446.7,94.29,2.932220014,1
2,6.998,24.702,2,3.948,0.79222,3.948,0.72615,-5.936,0.63972,0,0.93773,37.739,3.307,4.912,2,2,0,0,12,0.0711702,1,0,0,0.76374,2,4,5,2,0,0,2,141.578,-3.786,0,0,0.53315,0,2,1,6,0.343,0.239,0.242,-4.579,14827.4,92.36,4.955211352,2
0,0,0,0,4.368,0.79222,4.388,0.9848,-6.297,0.84246,0,0.93773,0,1.922,3.213,2,2,5.691,0,12,0.172634,0,0,1,0.96048,2,1,3,1,0,0,0,73.2709,0,0,0,0.53315,0,1,0,3,4.283,0.12,0.13,0,13016.6,41.49,5.021147936,2
0,0,0,0,3.414,0.79222,3.461,0.9848,-4.924,0.84246,0,0.93773,0,4.126,3.228,2,2,5.616,0,12,0.169211,0,0,1,0.96041,2,1,3,1,0,0,0,73.2709,0,0,0,0.53315,0,2,0,3,4.455,0.13,0.138,0,12108.6,41.48,3.940192636,1
0,3.995,0,1,2.486,0.79222,1.514,0.93048,-3.701,0.63972,1,0.82734,0,0,6.268,2,0,0,0,6,0.030993,0,0,0,0.94955,2,1,2,2,0,0,1,123.016,0,0,0,0.84757,0.685,0,1,3,0.931,0.327,0.308,0,8779.84,69.04,2.173186268,1
0,3.979,0,1,2.134,0.79222,1.46,0.93048,-4.296,0.63972,1,0.93773,0,0,6.052,2,1,0,0,11,0.0372253,0,0,0,0.85611,2,2,2,2,0,0,1,139.755,0,0,0,0.84757,0.545,0,1,4,1.703,0.343,0.325,0,10267.2,82.18,1.980003372,1
0,4.077,0,1,3.334,0.79222,2.389,0.9848,-5.643,0.63972,1,0.93773,0,0,6.602,2,0,0,0,12,0.0605705,0,0,0,0.92989,2,1,3,2,0,0,1,118.141,0,0,0,0.6885,0.68,0,1,4,2.304,0.212,0.209,0,14122.4,72.28,3.576226137,1
0,4.771,0,0,4.183,0.98659,4.521,0.33223,-4.723,0.84246,0,0.25672,0,0,0,1,4,16.429,2.098,16,0.388104,0,0,1,0.73254,1,4,7,0,0,0,1,117.536,0,0,0,0.6885,0,0,1,7,3.837,0.218,0.173,0,18559.1,95.53,4.257582588,1
0,17.551,0,0,4.446,0.59178,4.594,0.9848,-5.717,0.84246,0,0.03452,0,0,0,0,0,0,0,21,0.0536867,0,0,0,0.68641,0,3,3,0,0,0,4,159.183,0,0,0,0.99269,0,0,2,4,4.121,0.343,0.312,0,14528.4,100.08,1.653212514,1
1,0,11.371,1,2.824,0.37866,3.109,0.72615,-3.737,0.24139,1,0.82734,0,9.268,4.661,3,4,10.447,0,6,0.169211,0,0,1,0.87536,3,3,5,2,0,0,0,121.228,0,0,0,0.53315,-0.66,5,0,6,2.949,0.232,0.234,-0.591,10997.9,79.82,4.503102619,1
0,14.903,0,0,4.069,0.59178,3.842,0.9848,-5.188,0.84246,0,0.25672,37.698,0,0,0,0,0,0,16,0.0503047,0,0,0,0.9327,0,3,3,0,0,0,4,116.369,0,0,0,0.99269,0,0,1,4,0.009,0.264,0.254,-4.539,11007.8,71.84,5.736257426,2
2,7.939,22.137,1,4.793,0.59178,4.565,0.9848,-6.541,0.24139,0,0.25672,38.074,0,0,0,2,0,0,16,0.0605705,0,0,0,0.76838,0,1,3,0,0,0,2,160.898,0,0,0,0.96969,0,0,1,5,-0.869,0.298,0.327,-4.672,12650,91.88,4.895726335,2
5,0,56.558,3,3.186,0.59178,3.186,0.52457,-5.536,0.24139,1,0.93773,38.675,0,0,0,6,0,0,11,0.0857571,0,0,0,0.40108,0,2,6,0,0,0,0,196.441,0,0,0,0.84757,-0.577,0,0,10,-2.558,0.313,0.339,-4.712,13929.1,128.32,3.357649033,1
0,15.074,0,0,3.917,0.59178,4.292,0.9848,-4.98,0.84246,0,0.25672,37.315,0,0,0,0,0,0,16,0.0503047,0,0,0,0.9327,0,3,3,0,0,0,4,116.369,0,0,0,0.99269,0,0,1,4,0.148,0.266,0.254,-4.523,11007.8,71.84,1.894869657,1
1,0,10.748,1,0.998,0.98659,2.244,0.93048,-3.404,0.84246,1,0.93773,0,1.653,0,1,3,0,0,10,0.030993,0,0,1,0.88439,0,2,2,0,0,0,0,138.546,0,0,0,0.87038,-0.95,1,1,3,2.24,0.382,0.37,0,9079.14,78.67,2.947188566,1
1,6.812,11.399,1,3.312,0.59178,3.084,0.72615,-4.117,0.63972,1,0.93773,37.472,1.187,0,0,3,9.617,0,11,0.0503047,0,0,0,0.79055,0,5,5,0,0,0,2,126.818,0,0,0,0.84757,-0.651,1,1,5,-1.463,0.315,0.28,-4.597,10510.9,89.55,2.449478399,1
2,0,23.789,2,2.075,0.98659,1.851,0.72615,-3.833,0.63972,2,0.93773,0,1.523,0,1,4,5.632,0,11,0.193927,0,0,1,0.70441,1,3,5,0,0,0,0,144.927,0,0,0,0.53315,0.105,1,1,6,2.046,0.233,0.226,0,16219.6,98.32,3.377124042,1
1,7.115,12.269,1,3.62,0.79222,3.393,0.88651,-6.463,0.63972,1,0.25672,37.824,1.695,5.325,2,2,0,0,16,0.0747707,0,0,0,0.60098,2,4,4,2,0,0,2,161.67,0,0,0,0.53315,-0.328,1,1,6,1.25,0.282,0.273,-4.536,14600.7,108.29,4.51893487,1
1,6.949,12.008,1,3.278,0.79222,3.328,0.88651,-6.266,0.24139,1,0.93773,76.202,1.255,4.854,2,1,0,0,12,0.0747707,0,0,0,0.96104,2,3,4,2,0,0,2,102.116,0,0,0,0.53315,-0.688,1,0,5,-2.616,0.178,0.182,-9.203,12076.4,66.91,4.219060332,1
